Lineage	Mean.Tree.Ratio	Mean.Total.Ratio	Mean.Total.Ratio.Var	Mean.Tree.Av.AD	Mean.Total.Av.AD	Mean.Sig
B.1.36	0	0.575497306842099	0.0399119582495306	0	8.50845701917132	0.40634137975485
B.1.1.117	0	0.689256899404682	0.0358848926336611	0	4.43681318681319	0.280731720386893
B.1.332	0	0.707582184517497	0.0230646871686108	0	3	0.123287671232877
B.1.438	0	0.699596948678956	0.0186503962513755	0	3.66666666666667	0.337392186707255
B.1.340	0	0.680247245503633	0.0286674970418307	0	6.72424657534247	0.340634798657129
B.1.424	0	0.69033073480075	0.0318665285498912	0	4.87037037037037	0.218034251823064
B.1.588	0	0.684063096616695	0.0265562893180182	0	6.05555555555556	0.257816084420266
B.1.426	0	0.672391133769117	0.0395859984216671	0	6.39948830409357	0.283845781340774
B.1.241	0	0.673783971131784	0.0322714201313975	0	6.1128078817734	0.356517691632703
B.1.291	0	0.659686777490504	0.0280640074330468	0	7.5537037037037	0.376683288057885
B.1.613	0	0.71875	0.015625	0	4	0.444444444444444
B.1.551	0	0.697335085283495	0.0286693876474406	0	6.63809523809524	0.344693408932809
B.1.126	0	0.68131927252537	0.0310516576638886	0	6.64620334620333	0.329137657489537
B.1.517.1	0	0.717948717948718	0.0256410256410256	0	4	0.444444444444444
B.1.1.376	0	0.672929097457399	0.0311710476804816	0	7.15151515151517	0.388133300888014
B.1.548	0	0.677637036289644	0.0304426731241382	0	8.4594262295082	0.317955474328357
B.1.536	0	0.715633423180593	0.0277964959568733	0	7.14285714285715	0.403126744835287
B.1.499.1	0	0.716666666666667	0.0166666666666667	0	4	0.444444444444444
B.1.324	0	0.669006502246855	0.0303852895854505	0	8.41417748917749	0.392975299110436
B.1.439	0	0.70907960199005	0.0157960199004975	0	4	0.444444444444444
B.1.566	0	0.679263236825945	0.031486192507202	0	7.67045454545455	0.252770654583576
B.1.527	0	0.670222048826211	0.0285828143210687	0	7.81736909323116	0.313397919416184
B.1.23	0	0.686883751760709	0.025768497804292	0	6.7142857142857	0.255792771786651
B.1.177.60	0	0.594496458834367	0.0425057854984174	0	7.76076388888889	0.404126891984864
B.1.391	0	0.621052855599835	0.0328923443289935	0	8.33194444444444	0.404924763149401
B.1.411	0	0.629043737060041	0.0187521566597654	0	7.375	0.407210806697108
B.1.515	0	0.682605886449401	0.0283272787991388	0	6.01981132075472	0.25962604240001
B.1.441	0	0.686411149825784	0.0140340689121177	0	4	0.444444444444444
B.1.470	0	0.658893216910431	0.0228649255945979	0	5.8015873015873	0.4112681945544
B.1.222	0	0.657197986965122	0.0384806963892071	0	9.34931693989071	0.43622450896443
B.1.1.269	0	0.670855172518044	0.0330374517955429	0	5.61196911196912	0.322029025743648
B.1.1.378	0	0.678739101274312	0.056841046277666	0	4.23076923076923	0.272030651340996
AE.6	0	0.714285714285714	0.0714285714285714	0	2	0.222222222222222
B.1.1.375	0	0.656787109148735	0.0501854867893735	0	5.39583333333334	0.317557091847744
C.36	0	0.657483129013907	0.0536734462888037	0	8.77149470899471	0.356135200017636
B.1.434	0	0.671488801054019	0.0290622630789229	0	9.40054563492063	0.390565106530861
B.1.115	0	0.680224098603966	0.0357297435132319	0	10.5714285714286	0.410361211780183
B.1.1.243	0	0.671598883751854	0.0323878372752086	0	9.32028619528619	0.422708219594395
B.1.182	0	0.709263015551048	0.0291413116970926	0	6.7	0.225165848195055
B.1.223	0	0.673345107543941	0.0201133950397699	0	10.3567676767677	0.383908295369436
B.1.213	0	0.626929301285028	0.0275146399267238	0	8.41018518518518	0.36766914834772
B.1.195	0	0.683296500138479	0.0291016334542019	0	7.22247565692943	0.370373238963177
B.1.263	0	0.664993297622662	0.0361152882157756	0	8.98019230769231	0.472696558651199
B.1.36.1	0	0.665441913796849	0.0234999187142756	0	8.20000000000001	0.537348968509241
B.1.36.2	0	0.613837516966313	0.0367693000654841	0	4.775	0.296051087273265
B.1.236	0	0.67002087803739	0.028602532494601	0	6.50776143790849	0.412852512869147
B.1.88.1	0	0.688037336063652	0.0257561783877573	0	6.45	0.299233603553962
B.1.1.267	0	0.658752395060395	0.045847602426632	0	8.70289359763046	0.409351744103241
B.1.120	0	0.673119371278558	0.0374495245287672	0	6.3060606060606	0.301459425388571
B.1.149	0	0.68193133828455	0.0263648609290811	0	8.725	0.33079274769161
AK.2	0	0.711111111111111	0.0222222222222222	0	2	0.222222222222222
B.1.498	0	0.687928490431165	0.024559242307243	0	6.02	0.272220517718676
B.1.1.308	0	0.676412741203814	0.0397703236650292	0	11.2726833976834	0.486612359076982
B.1.1.137	0	0.683752224669138	0.0357480235432048	0	10.9787878787879	0.497553874281349
B.1.1.273	0	0.662520441839499	0.0284958971069571	0	9.46728468899522	0.42771358386555
B.1.177.81	0	0.646309259551919	0.0209540044389534	0	7.95833333333333	0.426658241313414
B.1.319	0	0.65793980250959	0.026628636569382	0	7.09548611111111	0.294223018767833
B.1.465	0	0.658060990133875	0.0132234131485491	0	4.05128205128205	0.447034447034447
B.1.1.170	0	0.659591782342172	0.0338665985065954	0	8.2873873873874	0.359058350803634
B.1.320	0	0.634760839980218	0.0247751135832204	0	7.39371906468681	0.419327369275846
B.1.1.236	0	0.646116712235133	0.0702281271360219	0	4.57738095238095	0.389410698234227
B.1.574	0	0.666421048845191	0.0337457601541416	0	8.30080245212839	0.351751010071392
B.1.35	0	0.695138403204202	0.0212145015239058	0	4.06666666666667	0.206625567126208
B.1.151	0	0.682886261547589	0.0317187897279431	0	6.56666666666667	0.27855337088457
A.5	0	0.609599586878222	0.0659819063977355	0	9.43393070489845	0.383285632787334
B.1.1.316	0	0.670068027210884	0.0260150935374149	0	4.29054054054055	0.288423742138365
D.5	0	0.708333333333333	0.0416666666666667	0	2	0.222222222222222
B.1.177.4	0	0.645718501848985	0.0210933331453981	0	8.44603174603174	0.488770155436822
B.1.1.220	0	0.63617209123457	0.0386770156842141	0	7.73333333333333	0.327681271493867
B.1.117.2	0	0.611463669495629	0.0290287228891098	0	7.66666666666667	0.481481481481481
B.1.538	0	0.667884191019651	0.0293609540987862	0	9.61267779839207	0.439362012796957
B.1.381	0	0.681838747064134	0.0273992738039738	0	8.66615384615385	0.329421592708502
B.1.346	0	0.640905808724305	0.0233861463661326	0	5.55411255411255	0.308300877812005
B.1.124	0	0.609940702003072	0.0238527667994483	0	7.75128205128205	0.415862955730609
B.1.36.8	0	0.523722514428209	0.0321808621504102	0	4.62271062271062	0.274111935171843
B.1.604	0	0.704696157689163	0.0332001090017258	0	12.1428571428571	0.411673753382297
B.1.474	0	0.660948260858756	0.0244728520087805	0	6.68888888888889	0.326212477991958
B.1.306	0	0.664540067632385	0.0291416399881214	0	9.30625	0.351193557361026
B.1.1.334	0	0.678394754532521	0.03084104869369	0	9.02242063492063	0.354913979608418
B.1.590	0	0.665458180799951	0.0330436644317792	0	8.29158581306919	0.364328506252662
B.1.428.2	0	0.69524835105667	0.0155808318750841	0	4	0.444444444444444
B.1.36.19	0	0.674269561089293	0.0254944318968315	0	5.07142857142857	0.37297929924658
B.1.558	0	0.663863803393457	0.0271487057670896	0	8.07592262494224	0.341608667720275
B.1.422	0	0.696078431372549	0.0490196078431372	0	8.575	0.550317124735729
M.1	0	0.686274509803922	0.0271669415429724	0	6.2142857142857	0.305260047281324
B.1.1.58	0	0.676983573487988	0.0515244048067934	0	7.15769230769231	0.354471683888514
B.1.177.15	0	0.588045433381862	0.0665757841849879	0	12.6183574879227	0.444806486328598
B.1.146	0	0.661204481792717	0.0289915966386555	0	6.7	0.451079136690647
B.6	0	0.594463505700227	0.0402286756309225	0	9.84282581453634	0.363828373725969
B.1.549	0	0.670960975482252	0.0242285927126353	0	6.45	0.299233603553962
B.1.349	0	0.659823129065527	0.031889595294694	0	6.85626102292769	0.393178016493631
B.1.1.373	0	0.68658284098369	0.0446901984547796	0	7.36019536019536	0.349617602491166
B.1.1.12	0	0.653488083779618	0.0428202242739344	0	10.046538015288	0.460193701088974
B.1.1.148	0	0.656084440606114	0.0420449295680085	0	7.63028436599865	0.384651036936842
B.1.383	0	0.675913934007141	0.0208520969945951	0	7.55238095238095	0.343230177762552
B.1.1.300	0	0.66847946334393	0.0367279296970775	0	8.62380952380953	0.381789775338162
B.1.1.368	0	0.698572530864198	0.035108024691358	0	7.63492063492064	0.490287490287491
B.1.408	0	0.692090928685963	0.0226263283152735	0	4.56	0.302861491628615
B.1.9.1	0	0.703125	0.015625	0	4	0.444444444444444
B.1.177.9	0	0.627745209729143	0.0296813072996018	0	8.44444444444444	0.5119825708061
B.1.36.26	0	0.679129129129129	0.0301801801801801	0	6.83333333333335	0.327130852340936
B.1.1.440	0	0.665384479783651	0.0466645364780724	0	10.1563180827887	0.423402231197676
B.1.341	0	0.684215853602842	0.0258120280034364	0	9.50285714285713	0.347685048962264
B.1.318	0	0.701923076923077	0.0288461538461538	0	8.4	0.302158273381295
B.1.232	0	0.664840688580964	0.0330669003521104	0	9.28588516746412	0.475282698726866
B.1.333	0	0.666088877006016	0.0215304770978945	0	7.05714285714286	0.347265045106772
B.1.471	0	0.618899195626358	0.0240935952589008	0	5.88	0.462655056462396
B.1.555	0	0.685095522689507	0.034602531970953	0	11.3	0.541414141414141
B.1.160	0	0.626184862529237	0.0295337327157748	0	7.80245096399907	0.400847322393619
B.1.177.54	0	0.567700420531613	0.0520637037531863	0	8.775	0.471560846560847
B.1.521	0	0.615391193813949	0.028546134527186	0	7.72207341269841	0.365566913750343
B.1.1.397	0	0.643528496662344	0.0335863493669426	0	5.32437682437683	0.318461596811712
B.1.431	0	0.701149425287356	0.0229885057471264	0	3	0.123287671232877
B.1.237	0	0.655703408565361	0.0253688013702324	0	4.71527777777778	0.279515321560213
B.1.437	0	0.685039780425945	0.0335614772608832	0	10.3571428571429	0.375053458783279
B.1.1.309	0	0.669044941028127	0.0320186502466207	0	7.45574712643678	0.396436671922109
B.1.1.480	0	0.666961285702381	0.0439543877772023	0	7.33285781155964	0.360672431849343
B.1.505	0	0.594497500451024	0.0277557600200197	0	7.30191570881226	0.431246921654596
B.1.406	0	0.699285826813002	0.0253373943181221	0	9.9142857142857	0.337125648318555
B.1.78	0	0.647350965684033	0.0281005057017661	0	9.49423606696333	0.360574342266672
B.1.1.486	0	0.651003132100777	0.0288723337545814	0	11.3630952380952	0.48821172367684
B.1.105	0	0.683333333333333	0.0328671328671329	0	8.43076923076923	0.359412470023981
B.1.229	0	0.661992139713553	0.0219899580009391	0	7.41527777777778	0.368950622634422
B.1.582	0	0.643553374682238	0.0311405204793207	0	8.50292458376001	0.408755433919931
B.1.355	0	0.671608040201005	0.0208961474036851	0	11.5416666666667	0.552547233468286
B.1.1.319	0	0.653166033086202	0.0387199825025413	0	9.51531400966184	0.415209709673455
AG.1	0	0.688028169014084	0.0141851106639839	0	6.5	0.619047619047619
B.1.1.46	0	0.675643867497458	0.0326548255773057	0	7.23852040816327	0.371273357547144
B.1.1.216	0	0.669858291030357	0.0388197915953746	0	9.64221364221365	0.615199390726288
B.1.1.411	0	0.665	0.0357142857142857	0	7.11578947368421	0.375682653162546
C.26	0	0.7	0.1	0	1.5	0.0681818181818182
B.1.1.263	0	0.655627099664054	0.0418980963045913	0	2	0.222222222222222
B.1.177.19	0	0.654347826086956	0.0467391304347826	0	9.5	0.5
B.1.76	0	0.691608686485347	0.0227493147796753	0	9.34285714285715	0.331983659303713
B.1.421	0	0.665783572611515	0.0288411480208889	0	8.13148148148147	0.333005507132952
B.1.1.67	0	0.652759828726389	0.0368125484296392	0	7.42147852147852	0.369505251836005
B.1.177.23	0	0.605385612330056	0.0302164399386622	0	8.2037037037037	0.497821350762527
U.2	0	0.634920634920634	0.0436507936507936	0	5.33333333333333	0.345679012345679
B.1.562	0	0.694033935413246	0.0165571975916803	0	4	0.444444444444444
B.1.380	0	0.67420116297344	0.0262505637401621	0	7.37333333333334	0.400184974363447
B.1.36.39	0	0.698412698412698	0.0158730158730159	0	4	0.444444444444444
B.1.1.204	0	0.654271808512845	0.0339450688152222	0	10.1025821786457	0.482308972048392
B.1.1.307	0	0.652764201980263	0.0439258215129398	0	9.5682107345282	0.43547072508297
B.1.425	0	0.679413746630728	0.0272911051212938	0	6.9	0.572222222222222
B.1.523	0	0.614196097659701	0.0157375285133723	0	4.33333333333333	0.481481481481481
B.1.8	0	0.600752173253521	0.0273947795241596	0	7.38194444444445	0.540281633935318
B.1.127	0	0.678397599912169	0.0198999311379498	0	9.70323809523809	0.382844452138894
B.1.418	0	0.697986577181208	0.0201342281879195	0	8.4	0.302158273381295
B.1.577	0	0.636081017284449	0.0366119624417209	0	5.27777777777778	0.317047310119599
B.1.446	0	0.660684897595484	0.0223417046404398	0	6.78253968253968	0.402553978431574
B.1.1.412	0	0.668723236214657	0.036567495211518	0	8.26527777777778	0.397160666253616
B.1.118	0	0.666805671392827	0.0319432860717264	0	7.2	0.391079136690647
B.1.1.234	0	0.670160500499964	0.0315758818756438	0	6.5625	0.352772319113513
B.1.1.272	0	0.547014260249554	0.0298573975044564	0	7.9	0.541958041958041
B.1.1.428	0	0.696969696969697	0.0303030303030303	0	2	0.222222222222222
B.1.177.55	0	0.605564636301678	0.0455154270004274	0	8.67777777777778	0.473521984551396
B.1.597	0	0.669008091770531	0.0273895019832357	0	9.54857142857142	0.350713203022488
B.1.1.168	0	0.66035367427256	0.04177922936126	0	7.31746031746032	0.353172918668126
B.1.157	0	0.657349896480331	0.031055900621118	0	11.875	0.538222222222222
B.1.489	0	0.666634826094259	0.0354913329220344	0	6.97111111111111	0.365141492609152
AD.1	0	0.661073251673637	0.0513471941685707	0	6.24741019214703	0.332921910676188
B.1.594	0	0.670784801009973	0.0240016174509643	0	8.80714285714285	0.334484540027552
B.1.1.268	0	0.665861391730973	0.0398853944180332	0	8.85935099846389	0.397478710110987
B.1.110.1	0	0.687171286425017	0.0254797441364605	0	8.4	0.302158273381295
B.1.501	0	0.672716332338974	0.0331691643955795	0	8.79377049180328	0.367526312549119
B.1.463	0	0.680894308943089	0.0194414987628137	0	6.125	0.445195195195195
